hotspot_id,hotspot_name,police_station,latitude,longitude,pcis_score,drift_score,severity_norm,repeat_offender_density_norm,priority_score,priority_band,rank_city,rank_station
U-b952d59d,Unknown Hotspot U-0226,City Market,12.9686987,77.5791415,40.24,0.0,41.9521,25.6684,28.3367,Medium,441,13
U-d8816a39,Unknown Hotspot U-0260,Mahadevapura,12.9752757,77.6974681,55.98,0.0,26.9175,3.4632,28.295,Medium,442,13
N-e9936cf6,BTP132 - Anepalya Junction,Adugodi,12.94933,77.6058906,55.51,0.0,29.5224,0.8202,28.2315,Medium,443,13
N-71f141c1,BTP120 - Lalbagh Main Gate Junction,Wilson Garden,12.9539289,77.5848226,46.29,0.0,46.7117,2.1251,28.1771,Medium,444,12
U-70ee66e9,Unknown Hotspot U-0126,Pulikeshinagar(F.Town),12.9913406,77.6050233,45.75,0.0,49.3166,0.0,28.1633,Medium,445,8
U-138dc542,Unknown Hotspot U-0265,Jnanabharathi,12.9741452,77.5091287,42.98,0.0,52.5165,3.1169,28.1628,Medium,446,3
U-9a231643,Unknown Hotspot U-0212,J.P. Nagar,12.9003339,77.5858614,44.01,0.0,52.7094,0.0,28.1459,Medium,447,7
U-ed6db07e,Unknown Hotspot U-0263,Banaswadi,13.0240269,77.6434132,56.53,0.0,21.5951,7.7922,28.0999,Medium,448,8
N-e2fbdfec,BTP103 - Shanti Nagar TTMC,Wilson Garden,12.9538742,77.5916228,40.63,0.0,57.0992,2.1251,27.9906,Medium,449,13
U-5bd05ea4,Unknown Hotspot U-0195,Rajajinagar,13.0159939,77.5439928,44.14,0.0,34.2177,23.1079,27.9657,Medium,450,26
U-47f8f772,Unknown Hotspot U-0095,Chikkabanavara,13.0549579,77.5076087,38.87,0.0,61.891,0.0,27.9262,Medium,451,4
N-5b889585,BTP064 - Devanga Hostel Junction,Halasuru Gate,12.9627328,77.5899046,44.35,0.0,47.6604,4.329,27.9214,Medium,452,11
U-8ee5ec00,Unknown Hotspot U-0261,HSR Layout,12.9059345,77.6385853,44.84,0.0,46.4544,4.329,27.8762,Medium,453,9
U-ab6f011b,Unknown Hotspot U-0194,Mahadevapura,13.0001795,77.6850793,56.8,0.0,23.1388,3.4632,27.8672,Medium,454,14
N-31306773,BTP079 - Town Hall Junction,Halasuru Gate,12.9647424,77.5847898,39.94,0.0,56.1344,4.329,27.8522,Medium,455,12
U-f5ef0a10,Unknown Hotspot U-0179,K.S. Layout,12.9059165,77.542389,42.97,0.0,52.3074,1.2987,27.8443,Medium,456,5
N-8a451507,"BTP102 - BMTC Junction, KH Road",Wilson Garden,12.9553143,77.5928938,39.37,0.0,58.5946,2.1251,27.7857,Medium,457,14
U-e78b7b20,Unknown Hotspot U-0392,Madiwala,12.9169888,77.6291196,57.9,0.0,19.9711,3.4632,27.6737,Medium,458,6
U-45248e8a,Unknown Hotspot U-0311,Hulimavu,12.876014,77.6166499,37.16,0.0,46.8242,22.5108,27.6055,Medium,459,7
U-9b7240da,Unknown Hotspot U-0154,J.P. Nagar,12.8947535,77.5991068,37.79,0.0,62.3573,0.0,27.5875,Medium,460,8
N-d667b098,BTP068 - Veeresh Theatre Junction,Magadi Road,12.9785411,77.5465308,43.51,0.0,47.8373,3.8961,27.5559,Medium,461,15
N-bf7dbdb5,"BTP168 - MSR Building, JC Road",City Market,12.9599831,77.5835545,50.32,0.0,17.6556,25.6684,27.5094,Medium,462,14
N-faa9e091,BTP037 - KR Circle,Halasuru Gate,12.9761176,77.5847617,49.54,0.0,35.1343,4.329,27.4922,Medium,463,13
N-ecd956fc,"BTP206 - Shankara Mutt Circle, Vijayanagar",Rajajinagar,13.0003782,77.5421243,48.84,0.0,22.383,23.1079,27.4788,Medium,464,27
U-a2b1c776,Unknown Hotspot U-0164,Yeshwanthpura,13.0284059,77.5618733,52.16,0.0,32.658,0.0,27.3956,Medium,465,7
U-175d2faa,Unknown Hotspot U-0234,Yelahanka,13.0817164,77.5482309,43.71,0.0,45.0233,5.994,27.3878,Medium,466,8
U-eaaae494,Unknown Hotspot U-0157,Banaswadi,12.9800059,77.652252,43.59,0.0,43.753,7.7922,27.3554,Medium,467,9
U-31ad42b6,Unknown Hotspot U-0009,HSR Layout,12.9172271,77.6517215,33.94,0.0,65.4607,4.329,27.3175,Medium,468,10
U-bacfe6db,Unknown Hotspot U-0316,Banashankari,12.9423074,77.5483928,55.82,0.0,23.9106,1.1988,27.2899,Medium,469,7
U-f1b42198,Unknown Hotspot U-0373,Banaswadi,13.0035423,77.6627741,48.94,0.0,32.5776,7.7922,27.2603,Medium,470,10
U-cc89ec34,Unknown Hotspot U-0352,K.G. Halli,13.0315652,77.6232275,59.06,0.0,18.1701,0.0,27.258,Medium,471,4
N-d781bb58,BTP057 - Anand Rao Junction,Chamarajpet,12.9794994,77.5707143,47.83,0.0,34.4268,7.7922,27.1862,Medium,472,11
U-69dacb30,Unknown Hotspot U-0340,Hulimavu,12.884162,77.5980747,48.46,0.0,22.0614,22.5108,27.1729,Medium,473,8
U-75b5cdf3,Unknown Hotspot U-0325,Kodigehalli,13.0290264,77.5809543,47.49,0.0,22.3348,24.6753,27.1643,Medium,474,11
N-223ac5a2,BTP184 - Lalbagh West Gate,City Market,12.9492344,77.58087,48.28,0.0,19.9067,25.6684,27.1436,Medium,475,15
N-5f0c2ed2,BTP222 - Delmia Circle,J.P. Nagar,12.9059328,77.5926362,45.96,0.0,43.7209,0.0,27.1282,Medium,476,9
U-3ccf1f27,Unknown Hotspot U-0303,Pulikeshinagar(F.Town),12.9891708,77.6089612,46.11,0.0,43.3671,0.0,27.1174,Medium,477,9
U-e2025135,Unknown Hotspot U-0345,Pulikeshinagar(F.Town),13.007129,77.6215888,50.83,0.0,33.8479,0.0,27.1016,Medium,478,10
N-31191494,BTP216 - Yediyur Junction,Basavanagudi,12.9380603,77.5768801,40.06,0.0,53.5456,2.0779,27.0448,Medium,479,7
U-e51a9674,Unknown Hotspot U-0286,Hulimavu,12.8919369,77.6319766,54.62,0.0,8.1042,22.5108,26.8455,Medium,480,9
U-7cff88a6,Unknown Hotspot U-0124,Jayanagara,12.9315211,77.5925501,51.6,0.0,29.7315,1.3552,26.7896,Medium,481,15
N-8b34fafe,"BTP115 - Sahasra Hospital, Jayanagar",Banashankari,12.9172836,77.5734325,40.1,0.0,52.4682,1.1988,26.7135,Medium,482,8
N-6feb0773,BTP104 - Medical College Circle,V.V.Puram (C.Pet),12.9595865,77.5741658,45.63,0.0,36.4689,6.8182,26.5685,Medium,483,7
N-ad42d0e2,BTP220 - Puttanna Junction,Jayanagara,12.9288446,77.5828285,33.05,0.0,65.0909,1.3552,26.4414,Medium,484,16
N-79142732,"BTP101 - Blood Bank Circle, KH Road",Halasuru Gate,12.9616895,77.593534,48.94,0.0,30.6802,4.329,26.3614,Medium,485,14
N-b04a2733,BTP208 - Havanur Circle,Magadi Road,12.9872026,77.5376829,43.56,0.0,41.6787,3.8961,26.3442,Medium,486,16
U-6c7cc8d9,Unknown Hotspot U-0336,Jnanabharathi,12.9797965,77.5106269,53.97,0.0,21.37,3.1169,26.3295,Medium,487,4
U-ae1531d4,Unknown Hotspot U-0386,Peenya,13.0356558,77.5140492,54.77,0.0,21.9006,0.0,26.2881,Medium,488,6
U-efbebc93,Unknown Hotspot U-0354,Hennuru,13.0681218,77.6294226,50.07,0.0,31.2912,0.0,26.2862,Medium,489,7
N-c765e609,BTP035 - Basaweshwara Circle (LH) Junction,High ground,12.9847885,77.5881164,37.81,0.0,30.4068,33.3952,26.2146,Medium,490,11
U-846035fd,Unknown Hotspot U-0219,Devanahalli Airport,13.2449366,77.7130117,40.76,0.0,49.3488,0.0,26.1738,Medium,491,1
N-fadbdee6,"BTP024 - NPS, Vijayanagar",Vijayanagara,12.9852673,77.5480257,41.63,0.0,32.8027,19.295,26.1068,Medium,492,19
U-8fe5d0d3,Unknown Hotspot U-0295,Jeevanbheemanagar,12.9839369,77.6406413,50.81,0.0,25.4703,4.4527,26.086,Medium,493,10
U-7940bd79,Unknown Hotspot U-0224,Yelahanka,13.1168201,77.5779627,48.54,0.0,28.7988,5.994,26.0749,Medium,494,9
U-9db13c9e,Unknown Hotspot U-0320,Jeevanbheemanagar,12.9781268,77.6365238,48.9,0.0,29.2008,4.4527,26.0681,Medium,495,11
U-e80bd445,Unknown Hotspot U-0042,Jalahalli,13.0489809,77.543353,48.0,0.0,34.2338,0.0,26.0468,Medium,496,10
U-69a07e4c,Unknown Hotspot U-0375,Banaswadi,12.9949681,77.6540693,52.25,0.0,19.2314,7.7922,25.9151,Medium,497,11
N-f6987419,BTP217 - Baleyele Junction,V.V.Puram (C.Pet),12.9573813,77.5694478,42.18,0.0,39.7652,6.8182,25.8478,Medium,498,8
U-c721a8b3,Unknown Hotspot U-0394,Pulikeshinagar(F.Town),12.9992086,77.6195757,53.24,0.0,22.2544,0.0,25.7469,Medium,499,11
U-01cad163,Unknown Hotspot U-0152,Ashok Nagar,12.9673164,77.6084668,46.12,0.0,33.0439,4.4527,25.7247,Medium,500,9
N-67e82c92,"BTP113 - 27th Cross, Pai Vista, KR Road",Banashankari,12.9175475,77.5731119,39.46,0.0,48.7056,1.1988,25.7049,Medium,501,9
U-d3bc5650,Unknown Hotspot U-0207,Whitefield,12.9793106,77.7513361,48.19,0.0,31.4038,0.974,25.7029,Medium,502,13
U-aa7645bc,Unknown Hotspot U-0229,Pulikeshinagar(F.Town),12.9924885,77.611933,44.48,0.0,39.524,0.0,25.6968,Medium,503,12
U-aaf26e82,Unknown Hotspot U-0210,Thalagattapura,12.8717727,77.5390003,50.09,0.0,28.2682,0.0,25.6896,Medium,504,2
N-49f115d3,BTP166 - Coffee Board Junction,Cubbon Park,12.9849208,77.5943367,35.69,0.0,49.0915,10.1299,25.6138,Medium,505,12
U-3ab5658d,Unknown Hotspot U-0364,Pulikeshinagar(F.Town),12.9868135,77.6084899,57.32,0.0,13.3623,0.0,25.6005,Medium,506,13
U-f3a087f2,Unknown Hotspot U-0289,Whitefield,12.9661054,77.7491684,48.22,0.0,30.8088,0.974,25.5959,Medium,507,14
U-8636cb5c,Unknown Hotspot U-0074,Kamakshipalya,12.9838162,77.5290107,39.03,0.0,48.6091,1.4168,25.5463,Medium,508,5
U-9b52fbfc,Unknown Hotspot U-0270,Yelahanka,13.1215969,77.621892,50.85,0.0,21.5308,5.994,25.5453,Medium,509,10
N-f1522165,BTP130 - GD Mara Junction,J.P. Nagar,12.9075832,77.6001693,44.28,0.0,39.106,0.0,25.5332,Medium,510,10
U-dc42b8b6,Unknown Hotspot U-0174,K.G. Halli,13.0079407,77.6129229,44.25,0.0,39.0577,0.0,25.5115,Medium,511,5
N-dfce61cf,BTP193 - Vasavi Circle,V.V.Puram (C.Pet),12.9499186,77.5768182,40.38,0.0,41.5983,6.8182,25.4944,Medium,512,9
U-d23d369d,Unknown Hotspot U-0362,Whitefield,12.9612264,77.7476995,51.57,0.0,23.4764,0.974,25.4694,Medium,513,15
U-5cbe856c,Unknown Hotspot U-0097,Bellandur,12.8952046,77.67584,43.75,0.0,37.7713,2.7502,25.4668,Medium,514,12
N-b0afb329,BTP134 - Mico Bande,Adugodi,12.945152,77.602685,45.77,0.0,35.1664,0.8202,25.4643,Medium,515,14
N-0da7c5ce,BTP017 - Attiguppe Circle,Vijayanagara,12.9605165,77.5343879,45.64,0.0,21.3378,19.295,25.4178,Medium,516,20
N-9790a22e,"BTP093 - Toll Gate, Mysore Road",Byatarayanapura,12.9569524,77.5505674,54.51,0.0,15.324,3.5964,25.4083,Medium,517,13
U-31559d69,Unknown Hotspot U-0027,HSR Layout,12.9196175,77.6450858,39.71,0.0,44.2836,4.329,25.3901,Medium,518,11
U-f4ee3b78,Unknown Hotspot U-0227,Banaswadi,13.0019882,77.63267,44.94,0.0,31.1786,7.7922,25.3806,Medium,519,12
U-e1e62e8a,Unknown Hotspot U-0358,Halasur,12.9719208,77.6297888,61.76,0.0,1.2703,2.5974,25.3477,Medium,520,7
U-9c8feae0,Unknown Hotspot U-0217,Bellandur,12.9015144,77.6604632,41.24,0.0,42.1611,2.7502,25.3408,Medium,521,13
U-a25e2e06,Unknown Hotspot U-0132,Kamakshipalya,12.9854451,77.4798544,45.95,0.0,33.5745,1.4168,25.3074,Medium,522,6
N-42f44344,BTP051 - Safina Plaza Junction,Ashok Nagar,12.9749057,77.607987,44.66,0.0,33.7836,4.4527,25.2886,Medium,523,10
U-bbb5b85f,Unknown Hotspot U-0304,K.R. Pura,13.004493,77.7101254,50.16,0.0,25.1005,1.2987,25.2789,Medium,524,11
U-1f178f31,Unknown Hotspot U-0389,Electronic City,12.8543227,77.662113,48.98,0.0,14.3753,18.7013,25.2723,Medium,525,10
U-3e130199,Unknown Hotspot U-0060,Kengeri,12.9114002,77.4803454,44.8,0.0,36.5654,0.0,25.2331,Medium,526,2
U-446f48e8,Unknown Hotspot U-0231,Whitefield,12.9688759,77.7498447,39.6,0.0,46.1811,0.974,25.2223,Medium,527,16
U-14a3f89a,Unknown Hotspot U-0378,Wilson Garden,12.9513288,77.5985492,57.61,0.0,9.2619,2.1251,25.2152,Medium,528,15
U-7e3a447a,Unknown Hotspot U-0335,HSR Layout,12.9073073,77.6351875,44.5,0.0,33.06,4.329,25.0613,Medium,529,12
N-ee3d2ef1,BTP185 - RV Teachers College,Wilson Garden,12.944189,77.5824647,51.67,0.0,20.1479,2.1251,25.0164,Medium,530,16
U-416d2f58,Unknown Hotspot U-0282,Bellandur,12.9154547,77.6986737,52.78,0.0,17.1732,2.7502,24.9592,Medium,531,14
U-f169a5d8,Unknown Hotspot U-0374,Yeshwanthpura,13.022469,77.5630497,55.85,0.0,12.9603,0.0,24.9321,Medium,532,8
N-3b230695,"BTP159 - JP Nagar Metro, ORR",J.P. Nagar,12.905873,77.5735905,44.84,0.0,34.9735,0.0,24.9307,Medium,533,11
U-1ee2a871,Unknown Hotspot U-0129,Thalagattapura,12.8757698,77.5438297,37.83,0.0,48.5769,0.0,24.8474,Medium,534,3
U-ec947815,Unknown Hotspot U-0398,Pulikeshinagar(F.Town),13.0001501,77.6185805,51.2,0.0,21.7398,0.0,24.828,Medium,535,14
N-d1d43be0,BTP038 - Mysore Bank Junction,City Market,12.9706635,77.5797355,35.71,0.0,32.8831,25.6684,24.7109,Medium,536,16
N-516c606d,"BTP159 - JP Nagar Metro, ORR",K.S. Layout,12.9073474,77.5716624,45.68,0.0,31.0822,1.2987,24.6832,Medium,537,6
U-eaf5be91,Unknown Hotspot U-0360,Chikkabanavara,13.0598991,77.5068287,51.86,0.0,19.6012,0.0,24.6642,Medium,538,5
U-5e403a1c,Unknown Hotspot U-0200,Cubbon Park,12.9731678,77.6000946,36.91,0.0,41.7752,10.1299,24.6385,Medium,539,13
N-fdffb304,"BTP190 - 36th Cross, 4th Main, Jayanagar",Jayanagara,12.9225852,77.5812768,37.51,0.0,47.1137,1.3552,24.63,Medium,540,17
N-22450ed7,BTP030 - Mekhri Circle,R.T. Nagar,13.0184088,77.5848904,47.5,0.0,26.9818,1.4168,24.6089,Medium,541,7
U-1728b2db,Unknown Hotspot U-0390,Yeshwanthpura,13.0177717,77.5482334,53.19,0.0,16.337,0.0,24.5434,Medium,542,9
N-42b67214,"BTP177 - Aurobindo Circle, ORR",Jayanagara,12.9185304,77.5845477,38.23,0.0,44.9912,1.3552,24.4935,Medium,543,18
U-97d3f423,Unknown Hotspot U-0204,Mahadevapura,12.9921852,77.7158057,48.64,0.0,21.9489,3.4632,24.3653,Medium,544,15
U-723dc32e,Unknown Hotspot U-0142,Kengeri,12.9144017,77.481294,39.32,0.0,43.1741,0.0,24.3628,Medium,545,3
U-54989fae,Unknown Hotspot U-0366,Kamakshipalya,13.0141341,77.49208,44.67,0.0,30.6963,1.4168,24.2198,Medium,546,7
N-b1784e63,"BTP200 - 15th Cross, 33rd Main, JP Nagar",J.P. Nagar,12.9063283,77.5813878,45.58,0.0,29.8119,0.0,24.1944,Medium,547,12
N-2fc1345c,"BTP179 - 9th Block, 28th Main, Jayanagar",J.P. Nagar,12.9163674,77.5949721,50.78,0.0,18.54,0.0,24.02,Medium,548,13
N-dda97889,BTP180 - Swagath Poornima Theatre,Wilson Garden,12.9587538,77.5868541,38.28,0.0,41.6144,2.1251,23.9537,Medium,549,17
U-8a461593,Unknown Hotspot U-0276,Thalagattapura,12.8741873,77.5408085,42.2,0.0,35.1825,0.0,23.9165,Medium,550,4
N-a97b3aaf,"BTP025 - Puttamma Choultry, Nagarbhavi",Magadi Road,12.9800704,77.5383456,47.27,0.0,22.1097,3.8961,23.9143,Medium,551,17
N-073939d0,BTP214 - 5th Main Chamrajpet Junction,V.V.Puram (C.Pet),12.9557948,77.5674536,49.1,0.0,15.9994,6.8182,23.8626,Medium,552,10
U-384267ec,Unknown Hotspot U-0351,Thalagattapura,12.8693697,77.5368552,47.39,0.0,24.0714,0.0,23.7703,Medium,553,5
U-d816a377,Unknown Hotspot U-0101,Kamakshipalya,12.9994666,77.4887382,43.71,0.0,30.2782,1.4168,23.7522,Medium,554,8
U-0f614069,Unknown Hotspot U-0271,Yelahanka,13.12122,77.6175568,44.76,0.0,24.5055,5.994,23.7042,Medium,555,11
U-784baa70,Unknown Hotspot U-0307,Thalagattapura,12.8610416,77.5295005,47.92,0.0,22.5117,0.0,23.6703,Medium,556,6
U-8e5d9110,Unknown Hotspot U-0326,Sadashivanagar,12.9993112,77.583791,46.06,0.0,23.9428,2.5974,23.6022,Medium,557,5
U-19f16ef2,Unknown Hotspot U-0388,R.T. Nagar,12.9996177,77.5967949,43.99,0.0,28.6863,1.4168,23.5458,Medium,558,8
U-f1d5c12d,Unknown Hotspot U-0361,Bellandur,12.9079908,77.6759634,53.12,0.0,9.3584,2.7502,23.5322,Medium,559,15
U-68cf1441,Unknown Hotspot U-0309,Adugodi,12.9315638,77.6231225,46.05,0.0,24.9075,0.8202,23.5245,Medium,560,15
U-4617b284,Unknown Hotspot U-0293,Yeshwanthpura,13.0211026,77.5284622,41.14,0.0,35.3111,0.0,23.5182,Medium,561,10
U-8496eaa2,Unknown Hotspot U-0254,High ground,12.9935393,77.5955619,29.14,0.0,33.9765,33.3952,23.4606,Low,562,12
N-376c63b3,BTP118 - Basappa Circle,V.V.Puram (C.Pet),12.9562014,77.577347,44.4,0.0,23.2031,6.8182,23.4233,Low,563,11
U-643c1729,Unknown Hotspot U-0357,Halasur,12.9721946,77.6313408,53.89,0.0,7.268,2.5974,23.3992,Low,564,8
N-25d7a804,BTP061 - Bhashyam Circle,Magadi Road,12.9842975,77.5546616,37.7,0.0,38.511,3.8961,23.3666,Low,565,18
N-6d9566a3,BTP185 - RV Teachers College,Basavanagudi,12.9447842,77.5798748,44.07,0.0,26.6763,2.0779,23.275,Low,566,8
N-6f518667,BTP144 - Commando Hospital Junction,Halasur,12.9692036,77.6263439,47.92,0.0,18.3952,2.5974,23.2367,Low,567,9
N-2007404e,BTP156 - Kamakya Junction,Banashankari,12.9237198,77.5536057,45.48,0.0,24.1357,1.1988,23.199,Low,568,10
U-678a42ba,Unknown Hotspot U-0372,Mahadevapura,12.9908942,77.6877229,52.61,0.0,8.1203,3.4632,23.1875,Low,569,16
N-c9fa6f77,BTP020 - Hosahalli Metro Station,Magadi Road,12.9710538,77.5465548,38.89,0.0,34.7484,3.8961,23.0901,Low,570,19
U-b62b8f75,Unknown Hotspot U-0076,Mahadevapura,12.9891477,77.7119371,47.72,0.0,17.3018,3.4632,23.0678,Low,571,17
U-667b93b2,Unknown Hotspot U-0193,J.P. Nagar,12.9014316,77.5937774,39.03,0.0,37.0156,0.0,23.0151,Low,572,14
N-f23d16a9,BTP138 - Sarjapur Road Check Post,Adugodi,12.9289424,77.6176572,45.62,0.0,23.1388,0.8202,22.9988,Low,573,16
N-2e781520,BTP052 - CID Carlton House Junction,High ground,12.9811077,77.5848039,32.87,0.0,24.1036,33.3952,22.978,Low,574,13
N-6a2c27e9,BTP100 - Richmond Circle,Halasuru Gate,12.9655632,77.5955875,49.91,0.0,11.4649,4.329,22.9063,Low,575,15
U-e49940be,Unknown Hotspot U-0119,HSR Layout,12.9149163,77.6323226,41.41,0.0,28.429,4.329,22.8992,Low,576,13
U-3d2421e0,Unknown Hotspot U-0238,Sadashivanagar,13.03534,77.567507,40.75,0.0,30.7606,2.5974,22.8417,Low,577,6
N-6693bd7d,BTP077 - Halasuru Gate Junction,Halasuru Gate,12.9668068,77.5870361,40.06,0.0,30.5837,4.329,22.7901,Low,578,16
U-3edb1d79,Unknown Hotspot U-0239,Sheshadripuram,12.9852282,77.572417,40.53,0.0,25.0523,10.3896,22.7809,Low,579,8
N-6a740489,"BTP164 - 29th Main Road, BTM Layout",Mico Layout,12.9151764,77.6158281,46.21,0.0,19.9067,2.0779,22.777,Low,580,11
U-fd4c2430,Unknown Hotspot U-0160,HSR Layout,12.9215614,77.6451126,39.47,0.0,31.6771,4.329,22.7728,Low,581,14
U-28bd5e2d,Unknown Hotspot U-0033,Madiwala,12.9032496,77.6260082,33.32,0.0,44.1389,3.4632,22.6753,Low,582,7
U-0cebaab4,Unknown Hotspot U-0371,Thalagattapura,12.862511,77.5303238,41.65,0.0,30.0209,0.0,22.6642,Low,583,7
N-7231211d,BTP184 - Lalbagh West Gate,Basavanagudi,12.9479605,77.5798414,36.49,0.0,38.7683,2.0779,22.6613,Low,584,9
U-502aaa2a,Unknown Hotspot U-0189,K.S. Layout,12.907732,77.5329001,32.11,0.0,47.789,1.2987,22.5966,Low,585,7
U-d4aeb1aa,Unknown Hotspot U-0052,Kengeri,12.9170501,77.5001856,43.41,0.0,26.001,0.0,22.5642,Low,586,4
U-7f3bba85,Unknown Hotspot U-0317,Halasur,12.9753576,77.61797,44.24,0.0,22.3669,2.5974,22.559,Low,587,10
N-11b6a264,"BTP161 - 15th Cross, 35th Main, JP Nagar",J.P. Nagar,12.906264,77.5776522,45.58,0.0,21.5469,0.0,22.5414,Low,588,15
N-9f3a9702,BTP107 - National College Junction,V.V.Puram (C.Pet),12.9490965,77.5728812,38.92,0.0,29.5385,6.8182,22.4984,Low,589,12
U-bf488669,Unknown Hotspot U-0310,No Police Station,13.0574104,77.4727042,49.14,0.0,13.2819,0.0,22.3124,Low,590,3
N-0419f7d7,BTP128 - Gorappanapalya Junction,Mico Layout,12.92028,77.6005895,40.08,0.0,29.7315,2.0779,22.29,Low,591,12
U-ab590378,Unknown Hotspot U-0267,Wilson Garden,12.9415757,77.5851476,39.26,0.0,31.0982,2.1251,22.2424,Low,592,18
N-ba85aea1,"BTP026 - 1st Block Junction, Rajajinagar",Rajajinagar,13.0016552,77.5492515,31.98,0.0,29.7315,23.1079,22.2045,Low,593,28
U-79059227,Unknown Hotspot U-0278,Sheshadripuram,12.987322,77.5678935,43.11,0.0,16.9159,10.3896,22.1856,Low,594,9
U-831ea0cd,Unknown Hotspot U-0382,Pulikeshinagar(F.Town),12.9913028,77.6071847,48.78,0.0,12.8799,0.0,22.088,Low,595,15
U-fc0f78c6,Unknown Hotspot U-0347,K.R. Pura,13.0173601,77.704616,47.25,0.0,14.0859,1.2987,21.912,Low,596,12
N-42217741,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",Malleshwaram,12.9982901,77.5577461,29.99,0.0,16.8033,42.5974,21.7463,Low,597,15
U-0f53f346,Unknown Hotspot U-0222,HSR Layout,12.9243945,77.6499946,42.12,0.0,20.9519,4.329,21.6877,Low,598,15
U-66250532,Unknown Hotspot U-0339,Hennuru,13.064054,77.6511525,46.81,0.0,14.7451,0.0,21.673,Low,599,8
N-a426bd6a,BTP043 - Upparpet Junction,Chamarajpet,12.9714259,77.5733637,38.08,0.0,25.3578,7.7922,21.4724,Low,600,12
U-261e1aaa,Unknown Hotspot U-0322,Wilson Garden,12.9436335,77.5856894,45.14,0.0,15.0989,2.1251,21.3946,Low,601,19
U-635e2142,Unknown Hotspot U-0331,Kamakshipalya,12.9885998,77.4727483,43.65,0.0,18.3952,1.4168,21.3516,Low,602,9
N-1aaadd0f,BTP119 - Minerva Circle,V.V.Puram (C.Pet),12.9543174,77.5795833,37.82,0.0,25.9849,6.8182,21.3477,Low,603,13
N-19a7f070,BTP034 - LRDE Junction,Cubbon Park,12.988158,77.59195,34.51,0.0,30.1174,10.1299,21.347,Low,604,14
U-59c97c1f,Unknown Hotspot U-0235,Kamakshipalya,12.9855385,77.5268049,41.44,0.0,22.4313,1.4168,21.2748,Low,605,10
U-04de32e8,Unknown Hotspot U-0151,Jalahalli,13.0374363,77.5353801,43.42,0.0,19.3922,0.0,21.2464,Low,606,11
N-38093995,"BTP202 - East End Main Road, Jayanagar",Mico Layout,12.9151981,77.6002216,44.43,0.0,15.726,2.0779,21.2289,Low,607,13
U-9bd6f085,Unknown Hotspot U-0330,Yelahanka,13.0982793,77.5845631,39.34,0.0,22.7368,5.994,21.1825,Low,608,12
U-964cb96f,Unknown Hotspot U-0167,Bellandur,12.9044297,77.7022464,43.47,0.0,16.2084,2.7502,21.0422,Low,609,16
U-e5aa9ce4,Unknown Hotspot U-0397,Peenya,12.9985954,77.5241514,49.44,0.0,6.0942,0.0,20.9948,Low,610,7
U-2496b1e7,Unknown Hotspot U-0030,Mahadevapura,13.0090398,77.7588526,36.17,0.0,29.7797,3.4632,20.9434,Low,611,18
N-5c1bf5f3,BTP187 - South End Circle,Wilson Garden,12.9376297,77.5837723,40.03,0.0,22.8976,2.1251,20.9103,Low,612,20
U-87be67b4,Unknown Hotspot U-0381,HSR Layout,12.906654,77.6366847,42.37,0.0,16.53,4.329,20.9033,Low,613,16
U-937fdbd5,Unknown Hotspot U-0186,Kodigehalli,13.0384425,77.5662265,33.05,0.0,19.6495,24.6753,20.8512,Low,614,12
U-4b56deb1,Unknown Hotspot U-0365,Kengeri,12.9097577,77.5133704,45.55,0.0,12.3975,0.0,20.6995,Low,615,5
N-d80c1de9,BTP157 - Kadirenahalli Cross,K.S. Layout,12.912765,77.5670724,41.29,0.0,19.8424,1.2987,20.6793,Low,616,8
U-bd352858,Unknown Hotspot U-0279,Yeshwanthpura,13.0320473,77.5638549,41.83,0.0,19.553,0.0,20.6426,Low,617,11
U-f3233bf5,Unknown Hotspot U-0368,Halasur,12.9713849,77.6150464,41.14,0.0,18.0093,2.5974,20.4475,Low,618,11
N-5a8fba0e,BTP057 - Anand Rao Junction,No Police Station,12.9790986,77.575091,45.49,0.0,11.1433,0.0,20.4247,Low,619,4
U-e0df76a1,Unknown Hotspot U-0070,K.S. Layout,12.8938489,77.5678172,30.28,0.0,40.4567,1.2987,20.3981,Low,620,9
U-739f9963,Unknown Hotspot U-0350,Thalagattapura,12.8920728,77.572127,44.49,0.0,12.1081,0.0,20.2176,Low,621,8
U-d681739d,Unknown Hotspot U-0058,HSR Layout,12.9120413,77.6516425,26.29,0.0,44.5409,4.329,20.0735,Low,622,17
U-618d626c,Unknown Hotspot U-0319,Jayanagara,12.9217527,77.5857593,39.32,0.0,20.357,1.3552,20.0027,Low,623,19
U-895c2b48,Unknown Hotspot U-0332,R.T. Nagar,13.0245985,77.5898402,45.28,0.0,7.9756,1.4168,19.9196,Low,624,9
U-376ca33b,Unknown Hotspot U-0292,Jeevanbheemanagar,12.9525356,77.6403727,35.96,0.0,24.2322,4.4527,19.8983,Low,625,12
U-0f617a3a,Unknown Hotspot U-0391,R.T. Nagar,12.997895,77.605091,44.14,0.0,8.7956,1.4168,19.6276,Low,626,10
N-2676b259,BTP211 - Central Street Junction,Cubbon Park,12.9784168,77.6016783,34.19,0.0,21.5308,10.1299,19.5016,Low,627,15
U-f8d5bbe9,Unknown Hotspot U-0281,Madiwala,12.9271671,77.6209591,29.74,0.0,35.4076,3.4632,19.497,Low,628,8
