hotspot_id,hotspot_name,police_station,latitude,longitude,pcis_score,drift_score,severity_norm,repeat_offender_density_norm,priority_score,priority_band,rank_city,rank_station
N-489f153c,"BTP024 - NPS, Vijayanagar",Rajajinagar,12.9855298,77.5494596,30.51,0.0,19.0706,23.1079,19.4843,Low,629,29
U-8d9983c9,Unknown Hotspot U-0315,Thalagattapura,12.8833034,77.5488861,36.54,0.0,24.2644,0.0,19.4689,Low,630,9
U-1656d4ad,Unknown Hotspot U-0175,Jnanabharathi,12.9395518,77.4930287,39.31,0.0,15.7421,3.1169,19.3399,Low,631,5
N-a59769e8,BTP141 - Palmgroove Junction,Halasur,12.9697224,77.6150208,36.36,0.0,21.4504,2.5974,19.2237,Low,632,12
U-3e70e490,Unknown Hotspot U-0341,J.P. Nagar,12.8843644,77.5963151,41.87,0.0,12.2367,0.0,19.1953,Low,633,16
N-05281916,BTP214 - 5th Main Chamrajpet Junction,Basavanagudi,12.9551554,77.5659109,37.74,0.0,18.8455,2.0779,19.1768,Low,634,10
U-8bbde975,Unknown Hotspot U-0318,No Police Station,13.060787,77.4612433,33.72,0.0,28.3647,0.0,19.1609,Low,635,5
N-a3ef4e0c,"BTP016 - 5th Main Road, RPC Layout",No Police Station,12.9649059,77.5388765,43.62,0.0,8.4901,0.0,19.146,Low,636,6
N-0d1c9284,BTP203 - RRMR Junction,Cubbon Park,12.9690353,77.594779,40.93,0.0,6.0781,10.1299,19.1071,Low,637,16
U-e8c25d6d,Unknown Hotspot U-0395,Ashok Nagar,12.9526718,77.6196027,41.68,0.0,8.5223,4.4527,19.0444,Low,638,11
N-41ec3396,"BTP022 - Marenahalli Junction, Vijayanagar",No Police Station,12.9689726,77.5370644,34.58,0.0,25.3578,0.0,18.9036,Low,639,7
N-57ddd43e,"BTP164 - 29th Main Road, BTM Layout",Madiwala,12.9184253,77.6140273,38.52,0.0,14.4396,3.4632,18.8154,Low,640,9
N-da15c684,"BTP198 - 9th Cross, 8th Main, JP Nagar",J.P. Nagar,12.9103396,77.5957216,38.17,0.0,17.6877,0.0,18.8055,Low,641,17
N-80db7fe2,BTP187 - South End Circle,Jayanagara,12.9362702,77.5808798,38.37,0.0,15.8546,1.3552,18.7222,Low,642,20
U-e5cdb986,Unknown Hotspot U-0387,K.S. Layout,12.8974244,77.5713272,36.81,0.0,18.6686,1.2987,18.6525,Low,643,10
U-98a15f0f,Unknown Hotspot U-0343,Adugodi,12.9348094,77.6233614,37.55,0.0,17.4626,0.8202,18.6356,Low,644,17
U-0bb3cc25,Unknown Hotspot U-0264,Yelahanka,13.0985246,77.5736217,35.96,0.0,16.7069,5.994,18.6245,Low,645,13
N-74a76082,BTP141 - Palmgroove Junction,Ashok Nagar,12.9664727,77.6115512,33.88,0.0,21.2092,4.4527,18.4617,Low,646,12
U-9be4fa62,Unknown Hotspot U-0363,Pulikeshinagar(F.Town),13.000594,77.6217801,46.11,0.0,0.0,0.0,18.444,Low,647,16
U-c6a2e643,Unknown Hotspot U-0328,Thalagattapura,12.8795786,77.5453776,27.79,0.0,36.4528,0.0,18.4066,Low,648,10
U-4f80ea4b,Unknown Hotspot U-0201,Hennuru,13.0205718,77.6567519,32.9,0.0,26.0974,0.0,18.3795,Low,649,9
N-13d827ed,"BTP115 - Sahasra Hospital, Jayanagar",K.S. Layout,12.9168191,77.5734408,31.62,0.0,27.5125,1.2987,18.3453,Low,650,11
U-b01f239f,Unknown Hotspot U-0353,K.G. Halli,13.0325641,77.6240414,44.22,0.0,3.216,0.0,18.3312,Low,651,6
N-be68d75b,BTP100 - Richmond Circle,Cubbon Park,12.9653126,77.5968975,34.29,0.0,14.3592,10.1299,18.1073,Low,652,17
N-0b64cf42,BTP146 - Domlur Water Tank,Jeevanbheemanagar,12.9596712,77.6417043,34.78,0.0,16.7069,4.4527,17.9213,Low,653,13
N-c71ae42d,BTP171 - Indian Express (Balekundri),High ground,12.9868077,77.5967667,25.26,0.0,13.3623,33.3952,17.7857,Low,654,14
U-bd31c536,Unknown Hotspot U-0169,Kengeri,12.9373493,77.4926418,30.91,0.0,27.0622,0.0,17.7764,Low,655,6
N-6a74cced,BTP215 - Vanivillas Junction,V.V.Puram (C.Pet),12.9502688,77.5697285,33.1,0.0,17.4305,6.8182,17.7488,Low,656,14
N-547b8b4e,"BTP025 - Puttamma Choultry, Nagarbhavi",Vijayanagara,12.9771706,77.5380386,28.1,0.0,17.9772,19.295,17.7297,Low,657,21
N-d40fa43d,"BTP127 - Sagar Hospital, Jayanagar",Mico Layout,12.9309902,77.6023945,34.21,0.0,17.4465,2.0779,17.485,Low,658,14
N-a0d7900b,BTP035 - Basaweshwara Circle (LH) Junction,Cubbon Park,12.9831861,77.5885282,33.45,0.0,11.6257,10.1299,17.2246,Low,659,18
U-ff64affd,Unknown Hotspot U-0268,R.T. Nagar,13.0108098,77.5951418,40.93,0.0,2.6049,1.4168,17.1055,Low,660,11
U-40b7e7e9,Unknown Hotspot U-0383,HSR Layout,12.9026632,77.6317194,37.13,0.0,7.9916,4.329,17.0997,Low,661,18
U-de581e07,Unknown Hotspot U-0283,No Police Station,13.0520301,77.4874476,32.86,0.0,19.2635,0.0,16.9967,Low,662,8
U-c0656e75,Unknown Hotspot U-0290,Basavanagudi,12.9417261,77.5634491,40.24,0.0,1.0452,2.0779,16.6167,Low,663,11
U-5bf9cb7f,Unknown Hotspot U-0306,Adugodi,12.9335825,77.6230291,29.07,0.0,23.9106,0.8202,16.5332,Low,664,18
U-ae364252,Unknown Hotspot U-0240,Yeshwanthpura,13.0331954,77.5340757,26.12,0.0,30.1335,0.0,16.4747,Low,665,12
N-cb9a931b,"BTP112 - 14th Cross, KR Road",Banashankari,12.9293465,77.5732088,33.44,0.0,10.7091,1.1988,15.6976,Low,666,11
U-3f80e8ed,Unknown Hotspot U-0277,Jeevanbheemanagar,12.9815237,77.6459206,33.07,0.0,8.2328,4.4527,15.5425,Low,667,14
N-7b9900c0,"BTP145 - Sri Hatti Maramma Circle, Domluru",Ashok Nagar,12.9614964,77.6336917,34.89,0.0,4.2129,4.4527,15.4665,Low,668,13
U-5a858f99,Unknown Hotspot U-0308,Yeshwanthpura,13.0305441,77.5602381,37.59,0.0,2.026,0.0,15.4412,Low,669,13
N-83fb3a34,"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",J.P. Nagar,12.9166578,77.57938,29.39,0.0,16.7069,0.0,15.0974,Low,670,18
N-df277851,BTP187 - South End Circle,Basavanagudi,12.9377019,77.5797287,26.6,0.0,20.0354,2.0779,14.9588,Low,671,12
U-8a59e12d,Unknown Hotspot U-0321,Kamakshipalya,12.9860516,77.4879481,33.61,0.0,6.3676,1.4168,14.93,Low,672,11
N-0facc58f,BTP171 - Indian Express (Balekundri),Cubbon Park,12.9860951,77.5950082,28.0,0.0,8.2007,10.1299,14.3596,Low,673,19
U-c0008176,Unknown Hotspot U-0153,Bellandur,12.9137771,77.6665526,24.56,0.0,19.4404,2.7502,14.1246,Low,674,17
N-ec332a74,BTP154 - Itmadu Junction,Banashankari,12.9297912,77.546565,26.18,0.0,13.9251,1.1988,13.4368,Low,675,12
N-fb2a7517,BTP180 - Swagath Poornima Theatre,City Market,12.9586088,77.58646,19.96,0.0,7.1877,25.6684,13.2718,Low,676,17
N-6ec95c6b,BTP107 - National College Junction,Basavanagudi,12.9476217,77.5735936,27.34,0.0,10.0016,2.0779,13.248,Low,677,13
N-841830ee,"BTP178 - 18th Main, Marenahalli",J.P. Nagar,12.9167885,77.5898203,30.14,0.0,3.1034,0.0,12.6767,Low,678,19
N-8521b61a,BTP132 - Anepalya Junction,Wilson Garden,12.9510624,77.603372,29.91,0.0,1.2381,2.1251,12.5304,Low,679,21
N-dd75df85,"BTP178 - 18th Main, Marenahalli",Jayanagara,12.9169806,77.589377,27.81,0.0,5.5958,1.3552,12.4464,Low,680,21
N-d9f30334,"BTP114 - KR Road Junction, Near JSS",Jayanagara,12.9235788,77.576368,29.91,0.0,1.2381,1.3552,12.4149,Low,681,22
N-ab155ed0,BTP184 - Lalbagh West Gate,V.V.Puram (C.Pet),12.9495224,77.5790568,19.19,0.0,17.7681,6.8182,12.2524,Low,682,15
N-507976d5,BTP181 - Bileka Halli Junction,J.P. Nagar,12.9028216,77.6011414,26.76,0.0,6.6249,0.0,12.029,Low,683,20
N-d625c0a9,BTP134 - Mico Bande,Wilson Garden,12.9484892,77.6018453,24.02,0.0,9.0368,2.1251,11.7341,Low,684,22
N-eef88391,BTP193 - Vasavi Circle,Basavanagudi,12.9482165,77.5764891,24.02,0.0,9.0368,2.0779,11.7271,Low,685,14
N-de2f9300,"BTP110 - Bharathi Nursing Home, Basavanagudi",Basavanagudi,12.9374296,77.5723053,21.8,0.0,8.2972,2.0779,10.6911,Low,686,15
N-8bce42bc,BTP216 - Yediyur Junction,Jayanagara,12.9367137,77.5771238,24.02,0.0,1.9939,1.3552,10.2101,Low,687,23
N-94472268,BTP067 - Jai Muni Rao Circle,No Police Station,12.9789988,77.540463,24.02,0.0,1.9939,0.0,10.0068,Low,688,9
N-0f78beba,"BTP102 - BMTC Junction, KH Road",Halasuru Gate,12.9584351,77.5930395,18.37,0.0,9.471,4.329,9.8915,Low,689,17
N-eda9841d,BTP173 - TMC,Cubbon Park,12.9830615,77.5970131,18.29,0.0,4.4863,10.1299,9.7327,Low,690,20
N-9b31b509,"BTP123 - 10th Cross, Wilson Garden",Adugodi,12.9438538,77.597227,19.32,0.0,8.8278,0.8202,9.6166,Low,691,19
N-c6992b0d,BTP167 - JC Road Junction,Halasuru Gate,12.959307,77.5829512,19.1,0.0,5.5958,4.329,9.4085,Low,692,18
N-2dd7485a,"BTP202 - East End Main Road, Jayanagar",J.P. Nagar,12.9154362,77.5980389,19.1,0.0,5.5958,0.0,8.7592,Low,693,21
N-9975cfdc,BTP213 - Royan Circle,V.V.Puram (C.Pet),12.9605062,77.5701519,18.29,0.0,1.2381,6.8182,8.5864,Low,694,16
N-ba61d7c4,BTP181 - Bileka Halli Junction,Mico Layout,12.9006158,77.6010865,18.29,0.0,4.4863,2.0779,8.5249,Low,695,15
N-0eee96d8,BTP157 - Kadirenahalli Cross,Banashankari,12.9141359,77.5666976,18.29,0.0,4.4863,1.1988,8.3931,Low,696,13
N-fad40c57,"BTP102 - BMTC Junction, KH Road",Ashok Nagar,12.9588228,77.5933577,18.29,0.0,1.2381,4.4527,8.2315,Low,697,14
N-d0a7b59e,"BTP094 - Sri Skanda Complex, Mysore Road",Magadi Road,12.9590233,77.5471796,18.29,0.0,1.2381,3.8961,8.148,Low,698,20
N-a8956152,"BTP113 - 27th Cross, Pai Vista, KR Road",K.S. Layout,12.9166445,77.573072,18.29,0.0,2.2994,1.2987,7.9707,Low,699,12
N-21b6ea5c,BTP028 - Vijayanagar Bus Stand Junction,No Police Station,12.9721151,77.537598,18.29,0.0,1.2381,0.0,7.5636,Low,700,10
N-bbc3bc4d,BTP082 - KR Market Junction,No Police Station,12.9633794,77.5801768,18.29,0.0,1.2381,0.0,7.5636,Low,701,11
